	coding	cluster	numpeaks_per_clus	mean_score	meanFC	mean_adj_score	rpkm	GC_frac	dist_to_TSS	regulated
1	1	3	0.09348169749428811	1.55076851687751	1.72692908874021	0.749382645495359	0.9777523217736387	0.565573770491803	2.9967778514201884	-2.105896725611849
2	1	0	0.23725231411210135	2.80295282891771	2.74720952550911	3.7181081759103	-0.612934576546966	0.674285714285714	-0.04581534813089351	-0.5697062719865276
3	0	0	0.0011891611538182645	1.53972639679845	2.56314175972596	5.47509850815544	-2.4641580013586095	0.59656652360515	1.7580105658783713	-1.8847272636354395
4	1	0	0.7750168257041863	4.2583797300069	2.76747476685943	2.02051841289024	1.0054487768972646	0.650537634408602	-0.6731115203371674	-0.9409418953519851
5	1	0	-0.6241981158869947	4.92299567320665	2.27741791260262	5.17347532890527	-0.23177947171044008	0.778115501519757	1.4769313840497098	-3.599191640757484
6	1	0	0.0602215166184738	2.20916587445295	2.72410580716964	2.3215671732446	-0.23177947171044008	0.638888888888889	3.420671492854485	-3.6070734390138934
7	1	3	0.4345641688346031	1.59934350022567	1.38481090705584	1.00015493332851	0.5840925309236815	0.63905325443787	3.504996386033509	-1.6396349867986029
8	1	1	0.403789090872965	4.57128455179372	2.49523017461483	2.85866844457103	0.5840925309236815	0.602305475504323	3.396645773961273	-1.6396732175860935
9	0	2	0.525310874527497	4.52795911429223	4.29651246397592	36.1382710727473	-5.304981160686749	0.704160246533128	0.11705289776570212	1.0826005090859983
10	1	0	0.06889365821288747	1.63214111063709	1.93264221160344	1.38019856260552	0.11442139818449812	0.711538461538462	2.7664733017254397	-1.230050005981091
11	1	0	0.39638878987990445	1.65047272682708	2.2541647309054	1.41083018073383	0.09742099924249788	0.740359897172236	1.935042556198157	-2.2462734753864333
12	1	0	0.3549577679197093	2.27744068301423	2.62164018662976	4.24304635452294	-1.1951316395182607	0.678638941398866	3.523007368439064	-2.3051985988122743
13	0	2	-0.19190430236820177	1.29720262245918	3.26533688726562	5.09420701966506	-2.6929893766530166	0.572490706319703	0.36457788343673864	0.6325204784003555
14	0	2	0.21580725244558296	1.55464663919357	2.24180276043724	6.10520799554411	-2.6929893766530166	0.593959731543624	2.7416848929118394	0.6325211317277859
15	0	0	0.5078808555692736	4.48342659985979	2.25248887690394	3.15857313127594	0.3999332088217628	0.669503546099291	0.21816443481979153	-1.4221640101555901
16	1	1	0.14400261458003297	2.72062726400037	1.9487886469758	4.13837030417551	-0.8431759248196309	0.657534246575342	3.0813583010944305	-1.3328992266953772
17	1	1	-0.2881986019221434	2.38548527907428	2.66960780576965	3.62858285315172	-0.8431759248196309	0.641509433962264	3.1975316401863654	-1.3328426590701554
18	1	1	0.07406211358886679	3.22765628566839	2.50114740108823	6.4009974311021	-1.3067063412872613	0.603550295857988	3.6776832732760623	-1.5299476953352424
19	1	1	0.04777493698036251	2.60750828618448	2.80293063546273	1.7828235945022	0.44633271271974617	0.588235294117647	3.6347137144364545	-0.7244580480707892
20	1	3	0.009029087161875879	1.94374326414986	1.71556905049017	1.3289895841719	0.44633271271974617	0.642611683848797	3.911893237403721	-0.7244878168139961
21	1	1	0.041482926045437594	3.66641167827658	1.93444783837963	2.50682434331005	0.44633271271974617	0.667774086378738	3.9565118074436962	-0.7244628093233823
22	1	1	-0.08957596656780213	2.95295889658409	1.67702706025746	2.23901386031715	0.2855393384092133	0.672597864768683	4.3442001307215445	-1.443515932673594
23	0	2	0.022530320748713344	11.6188349015587	5.44058551080769	44.0885634229962	-2.612337594742324	0.620767494356659	-0.4109016405492367	0.8389190202226655
24	1	3	0.29014561114699505	1.96585174594436	1.75440851175972	1.1663714181828	0.6648853892693161	0.668539325842697	3.0215174452628126	-0.36799648068004265
25	1	3	-0.14443282967670562	1.42346285822686	1.07088348995757	0.844563378752158	0.6648853892693161	0.657692307692308	3.1723904546996784	-0.3679983517058137
26	1	1	-0.16314275081527616	5.20711986389309	4.44840083666458	7.16095529168111	-0.6731075205082339	0.6796875	4.026439090627376	-0.14328041892981563
27	1	3	0.029772799266042687	1.23481592019274	1.46595273714253	0.471415470482966	1.3330683344863772	0.5850622406639	3.226075658633726	-4.814175146051889
28	1	3	-0.18731993047311224	1.66458222074645	1.66211144853191	0.635487280264644	1.3330683344863772	0.531496062992126	3.3516190142452413	-5.107028963923621
29	1	1	0.152990462219867	4.37603781124527	1.8778393494596	1.67063923448398	1.3330683344863772	0.418250950570342	3.584600794408651	-4.79401577472015
30	1	1	-0.2697493390312947	6.56853973667788	2.21720290740712	2.5076703334605	1.3330683344863772	0.49438202247191	3.7138585736663026	-4.917472141879899
31	1	1	0.1544022362291976	5.13255608371586	2.52673372708299	1.95945509076969	1.3330683344863772	0.48559670781893	3.9499739111165764	-4.872119535792148
32	1	1	-0.013437571839873833	5.80327127737671	3.68112539912708	2.2155139197896	1.3330683344863772	0.569721115537849	4.0134734343345855	-5.645030269449801
33	1	1	-1.0606472174931962	4.36534139181733	2.05746182864368	1.66655566420064	1.3330683344863772	0.47808764940239	3.9808176598100973	-4.785773780683535
34	1	1	-0.016627168842956997	3.94815316168626	1.81803075435059	1.50728578229265	1.3330683344863772	0.611538461538462	3.9673471543908465	-5.238961367095816
35	0	2	0.19390068541464556	4.78092943972182	4.54160739878001	20.8230827740036	-2.9478893018709083	0.754863813229572	0.48659023978005567	-0.17274117313632725
36	0	2	-0.36532462610861377	5.59759210012525	3.22942942926939	24.3800133646814	-2.9478893018709083	0.727611940298508	1.7183195286191084	-0.1727450325296248
37	0	2	0.01178782433111073	3.22731838884571	2.39907704269812	14.0564128369375	-2.9478893018709083	0.679166666666667	2.516676907897051	-0.1727361302899005
38	1	0	-0.4598575819481807	1.63214111063709	1.95795524813843	1.3853538649259	0.10854482662500622	0.697095435684647	3.567744757818142	-5.176292473834765
39	0	2	-0.021352520937112585	4.41148515631977	4.21556905049017	15.9263652207421	-2.498239131091591	0.602484472049689	0.26061463344589586	-0.5827449831302327
40	0	2	0.02410334055690443	1.59359404581687	3.21556905049016	5.75320099420953	-2.498239131091591	0.44106463878327	2.3495943937179007	-0.5827443292542516
41	1	1	0.13513591517397525	1.98419067236569	3.00805030085075	1.04115206776047	0.8526097723216175	0.6171875	2.97856294993582	-1.1116929739174357
